"vaalipiiri"	"kunta"	"sukunimi"	"etunimi"	"ammatti"	"puolue_lyh"	"puolue"	"rahoitus_kaikki"	"kulut_kaikki"	"omat_varat"	"lainat"	"yksityinen_tuki"	"yritys_tuki"	"puolue_tuki"	"puolueyhdistys_tuki"	"muu_tuki"	"valitetty_tuki"
"Etelä-Savon vaalipiiri"	"Mikkeli"	"Letonsaari"	"Mika Daniel"	"diplomi-insinööri"	"PIR"	"Piraattipuolue r.p."	200	200	200	0	0	0	0	0	0	0
"Etelä-Savon vaalipiiri"	"Rantasalmi"	"Auvinen"	"Toni Petteri"	"yrittäjä, projektipäällikkö"	"KESK"	"Suomen Keskusta r.p."	7091	7091	3321	0	1470	1000	0	1300	0	0
"Etelä-Savon vaalipiiri"	"Joroinen"	"Komi"	"Katri Helena"	"kansanedustaja, MMM"	"KESK"	"Suomen Keskusta r.p."	26000	26000	24300	0	200	1000	0	0	500	0
"Etelä-Savon vaalipiiri"	"Mikkeli"	"Lokka"	"Martti Ilmari"	"isännöitsijä, yrittäjä"	"KESK"	"Suomen Keskusta r.p."	20000	20000	14000	0	3000	2000	0	1000	0	0
"Etelä-Savon vaalipiiri"	"Pieksämäki"	"Mykkänen"	"Risto Juha Antero"	"kehitysvammaisten ohjaaja"	"VAS"	"Vasemmistoliitto r.p."	800	900	100	0	0	0	300	0	500	0
"Etelä-Savon vaalipiiri"	"Pieksämäki"	"Savolainen"	"Sini Suvi Annikki"	"opiskelija"	"VAS"	"Vasemmistoliitto r.p."	1250	0	0	0	0	0	0	0	1250	0
"Etelä-Savon vaalipiiri"	"Pieksämäki"	"Vatanen"	"Venla Julia"	"kulttuurituottaja"	"VAS"	"Vasemmistoliitto r.p."	642	642	150	0	0	0	0	492	0	0
"Etelä-Savon vaalipiiri"	"Pieksämäki"	"Vehviläinen"	"Ville Tapani"	"sekatyömies"	"VAS"	"Vasemmistoliitto r.p."	1150	1150	0	0	0	0	0	150	1000	0
"Etelä-Savon vaalipiiri"	"Mikkeli"	"Berndt"	"Rauni Kyllikki"	"terveyskeskuslääkäri"	"VIHR"	"Vihreä liitto r.p."	1009	1009	496	0	150	0	0	363	0	0
"Etelä-Savon vaalipiiri"	"Savonlinna"	"Härkönen"	"Heikki Johannes"	"toiminnanjohtaja, pääluottamusmies"	"VIHR"	"Vihreä liitto r.p."	350	350	350	0	0	0	0	0	0	0
"Etelä-Savon vaalipiiri"	"Kerimäki"	"Järvinen"	"Heli Maria"	"kansanedustaja, toimittaja"	"VIHR"	"Vihreä liitto r.p."	16000	0	15000	0	190	0	0	500	0	0
"Etelä-Savon vaalipiiri"	"Pieksämäki"	"Kantele"	"Martta Emilia"	"ympäristöpolitiikan opiskelija"	"VIHR"	"Vihreä liitto r.p."	1286	1286	400	0	570	0	0	200	316	0
"Etelä-Savon vaalipiiri"	"Pieksämäki"	"Karjalainen"	"Jorma Antti Johannes"	"aikuiskouluttaja"	"VIHR"	"Vihreä liitto r.p."	1500	1600	100	0	0	0	0	0	1500	0
"Etelä-Savon vaalipiiri"	"Mikkeli"	"Liikanen"	"Veli Ilmari"	"nuorisotutkija"	"VIHR"	"Vihreä liitto r.p."	2300	2300	500	0	1600	0	0	200	0	0
"Etelä-Savon vaalipiiri"	"Kerimäki"	"Muhonen"	"Iikka Eemeli"	"luomuviljelijä, eläkkeellä"	"VIHR"	"Vihreä liitto r.p."	850	850	100	0	0	0	0	500	250	0
"Etelä-Savon vaalipiiri"	"Savonlinna"	"Nyrhinen"	"Sari Helena"	"yritysjohtaja, DI"	"VIHR"	"Vihreä liitto r.p."	3000	3000	370	2570	60	0	0	0	0	0
"Etelä-Savon vaalipiiri"	"Savonlinna"	"Peltonen"	"Pekka Olavi"	"työterveyslääkäri"	"VIHR"	"Vihreä liitto r.p."	750	750	750	0	0	0	0	0	0	0
"Etelä-Savon vaalipiiri"	"Mikkeli"	"Pietiläinen"	"Maija Anna-Lisa"	"miestyön kehittäjä, YTM"	"VIHR"	"Vihreä liitto r.p."	550	550	300	0	0	0	0	250	0	0
"Etelä-Savon vaalipiiri"	"Ristiina"	"Siitonen"	"Mikko Juhani"	"historian ja yhteiskuntaopin lehtori"	"VIHR"	"Vihreä liitto r.p."	1177	1177	396	0	781	0	0	0	0	0
"Etelä-Savon vaalipiiri"	"Savonlinna"	"Taskinen"	"Juha Tapani"	"luontokuvaaja, dokumentaristi"	"VIHR"	"Vihreä liitto r.p."	1200	280	890	0	310	0	0	0	0	0
"Etelä-Savon vaalipiiri"	"Mikkeli"	"Väisänen"	"Kauko Kalevi"	"yo-merkonomi"	"VIHR"	"Vihreä liitto r.p."	1000	1000	300	0	0	0	200	500	0	0
"Etelä-Savon vaalipiiri"	"Savonlinna"	"Vento"	"Heikki Tuomas"	"kansanedustajan avustaja"	"VIHR"	"Vihreä liitto r.p."	4000	4000	1300	0	2700	0	0	0	0	0
"Hämeen vaalipiiri"	"Hattula"	"Karimies"	"Veli Jalmari"	"sekatyömies"	"M11"	"Muutos 2011 r.p."	425	265	235	0	195	0	0	0	0	0
"Hämeen vaalipiiri"	"Forssa"	"Heikkilä"	"Olli Ilmari"	"tutkija, diplomi-insinööri"	"PIR"	"Piraattipuolue r.p."	420	420	420	0	0	0	0	0	0	0
"Hämeen vaalipiiri"	"Lahti"	"Kaskela"	"Toni Eino Mikael"	"yhdistelmäajoneuvon kuljettaja"	"PIR"	"Piraattipuolue r.p."	0	0	0	0	0	0	0	0	0	0
"Hämeen vaalipiiri"	"Hattula"	"Kaskela"	"Hannu Ilmari"	"postimies"	"PIR"	"Piraattipuolue r.p."	0	53	53	0	0	0	0	0	0	0
"Hämeen vaalipiiri"	"Lahti"	"Mäkimattila"	"Ilari Juho Johan"	"tuotekehityspäällikkö"	"PIR"	"Piraattipuolue r.p."	0	100	100	0	0	0	0	0	0	0
"Hämeen vaalipiiri"	"Hausjärvi"	"Pätsi"	"Juha Olavi"	"teollisuustyöntekijä"	"PIR"	"Piraattipuolue r.p."	200	200	200	0	0	0	0	0	0	0
"Hämeen vaalipiiri"	"Orimattila"	"Rutila"	"Juho Oskari"	"diplomi-insinööri"	"PIR"	"Piraattipuolue r.p."	300	300	300	0	0	0	0	0	0	0
"Hämeen vaalipiiri"	"Riihimäki"	"Storbacka"	"Harry Mikko"	"yrittäjä"	"PIR"	"Piraattipuolue r.p."	0	0	0	0	0	0	0	0	0	0
"Hämeen vaalipiiri"	"Hattula"	"Väätäinen"	"Mikko Juhani"	"vuokraamotyöntekijä, ylioppilas"	"PIR"	"Piraattipuolue r.p."	0	0	0	0	0	0	0	0	0	0
"Hämeen vaalipiiri"	"Riihimäki"	"Räsänen"	"Päivi Maria"	"kansanedustaja, lääkäri"	"KD"	"Suomen Kristillisdemokraatit (KD)"	18053	18053	5011	0	2800	2389	5153	2700	0	0
"Hämeen vaalipiiri"	"Riihimäki"	"Viljanen"	"Pepe Matinpoika"	"koulunkäyntiohjaaja"	"VP"	"Vapauspuolue (VP) - Suomen tulevaisuus r.p."	100	50	150	0	0	0	0	0	0	0
"Hämeen vaalipiiri"	"Lahti"	"Holopainen"	"Antti Juho"	"lääkäri"	"VAS"	"Vasemmistoliitto r.p."	30000	30000	23000	0	4000	1000	0	2000	0	0
"Hämeen vaalipiiri"	"Lahti"	"Järvinen"	"Pekka Antero"	"kirvesmies"	"VAS"	"Vasemmistoliitto r.p."	9000	9000	2000	0	300	0	0	2700	4000	0
"Hämeen vaalipiiri"	"Lahti"	"Kautto"	"Vuokko Anneli"	"sosiaalityöntekijä, yhteiskuntatieteiden maisteri"	"VAS"	"Vasemmistoliitto r.p."	12000	11000	6000	0	1000	1000	900	2500	1000	4500
"Hämeen vaalipiiri"	"Hartola"	"Leisti"	"Heikki Simo Juhani"	"elämysterapeutti"	"VAS"	"Vasemmistoliitto r.p."	600	600	100	0	100	0	400	0	0	0
"Hämeen vaalipiiri"	"Forssa"	"Nieminen"	"Janne Matti"	"teurastaja"	"VAS"	"Vasemmistoliitto r.p."	10000	10000	1701	0	0	0	0	450	7849	0
"Hämeen vaalipiiri"	"Riihimäki"	"Pekonen"	"Aino-Kaisa Ilona"	"lähihoitaja"	"VAS"	"Vasemmistoliitto r.p."	30000	30000	7825	0	4100	1400	0	5068	4500	7105
"Hämeen vaalipiiri"	"Janakkala"	"Puistola"	"Aira Helena"	"terveydenhuollon opettaja, sairaanhoitaja-terveydenhoitaja"	"VAS"	"Vasemmistoliitto r.p."	2250	1412	0	0	0	0	0	1000	1250	0
"Hämeen vaalipiiri"	"Hattula"	"Varsell"	"Sami Pekka Mikael"	"opiskelija"	"VAS"	"Vasemmistoliitto r.p."	1500	1500	0	0	0	0	500	0	1000	0
"Hämeen vaalipiiri"	"Lahti"	"Hietanen"	"Sami Juhani"	"lastentarhanopettaja, sosionomi (AMK)"	"VIHR"	"Vihreä liitto r.p."	828	828	682	0	96	50	0	0	0	0
"Hämeen vaalipiiri"	"Orimattila"	"Ilmonen"	"Jukka Sakari"	"yrittäjyyden lehtori, kauppatieteiden maisteri"	"VIHR"	"Vihreä liitto r.p."	1505	770	500	0	1005	0	0	0	0	0
"Hämeen vaalipiiri"	"Lahti"	"Juutinen"	"Jari Tuomas Kalevi"	"näytelmäkirjailija, teatterinjohtaja"	"VIHR"	"Vihreä liitto r.p."	150	500	350	0	150	0	0	0	0	0
"Hämeen vaalipiiri"	"Hausjärvi"	"Laine"	"Auli Maarit"	"toimintaterapeutti, yrittäjä"	"VIHR"	"Vihreä liitto r.p."	1035	1035	500	0	35	0	0	500	0	0
"Hämeen vaalipiiri"	"Janakkala"	"Lepistö"	"Anssi Juhani"	"koulunjohtaja"	"VIHR"	"Vihreä liitto r.p."	5000	5000	4500	0	0	0	0	500	0	0
"Hämeen vaalipiiri"	"Lahti"	"Mäntylä"	"Aleksi Aarne Tapio"	"toimitusjohtaja, ympäristöasiantuntija"	"VIHR"	"Vihreä liitto r.p."	3500	3500	2530	0	970	0	0	0	0	0
"Hämeen vaalipiiri"	"Hämeenlinna"	"Ojansuu"	"Kirsi Johanna"	"kansanedustaja, luokanopettaja"	"VIHR"	"Vihreä liitto r.p."	18000	18000	0	14030	2000	0	0	220	1750	0
"Hämeen vaalipiiri"	"Heinola"	"Remes-Sievänen"	"Minna Maarika"	"sosiaalipäällikkö"	"VIHR"	"Vihreä liitto r.p."	1000	1000	710	0	20	0	0	270	0	0
"Hämeen vaalipiiri"	"Riihimäki"	"Romppanen"	"Marko Eerik"	"liiketoiminnan kehitysjohtaja"	"VIHR"	"Vihreä liitto r.p."	6810	6810	3200	0	110	3000	0	500	0	0
"Hämeen vaalipiiri"	"Hämeenlinna"	"Sieppi"	"Päivi Tellervo"	"ympäristötarkastaja, maatalous- ja metsätieteiden maisteri"	"VIHR"	"Vihreä liitto r.p."	4200	4200	955	0	3025	0	0	220	0	0
"Hämeen vaalipiiri"	"Forssa"	"Suhonen"	"Alpo Juhani"	"valmentaja"	"VIHR"	"Vihreä liitto r.p."	17500	17500	0	16500	0	0	0	1000	0	0
"Hämeen vaalipiiri"	"Orimattila"	"Suomi"	"Marko Aki Johannes"	"kuvataiteilija, kuvataiteen maisteri"	"VIHR"	"Vihreä liitto r.p."	853	853	853	0	0	0	0	0	0	0
"Hämeen vaalipiiri"	"Hollola"	"Vanhala-Selin"	"Kristiina"	"historian ja yhteiskuntaopin lehtori, filosofian maisteri"	"VIHR"	"Vihreä liitto r.p."	4670	4670	4520	0	150	0	0	0	0	0
"Hämeen vaalipiiri"	"Riihimäki"	"Yrjö-Koskinen"	"Eero Lauri Sakari"	"toiminnanjohtaja, valtiotieteiden maisteri"	"VIHR"	"Vihreä liitto r.p."	6200	6200	250	0	5200	0	0	750	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Pakarinen"	"Pia Riika Birgitta"	"yrittäjä, oikeustieteen kandidaatti"	"KOK"	"Kansallinen Kokoomus r.p."	55200	55200	0	50000	3000	0	0	2200	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Ahlroth"	"Lauri Ilmari"	"diplomi-insinööri, tutkija"	"M11"	"Muutos 2011 r.p."	1000	1000	500	0	500	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Kaivanto"	"Petri Kalevi"	"säveltaiteilija, päätoimittaja"	"M11"	"Muutos 2011 r.p."	0	200	200	0	0	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Mavromichalis"	"Nicolas Theodoros"	"disc jockey"	"M11"	"Muutos 2011 r.p."	0	0	0	0	0	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Pousar"	"Aleksi Eemeli"	"opiskelija"	"M11"	"Muutos 2011 r.p."	207	207	0	0	207	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Ljungqvist"	"Britta Kristina"	"tiedottaja"	"PS"	"Perussuomalaiset r.p."	11000	11000	8300	0	1900	500	0	300	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Apajalahti"	"Ahto Aleksis"	"puolueen varapuheenjohtaja, filosofian ylioppilas"	"PIR"	"Piraattipuolue r.p."	0	0	0	0	0	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Hautakangas"	"Ville Uolevi"	"filosofian ylioppilas, tietotekniikkasuunnittelija"	"PIR"	"Piraattipuolue r.p."	500	500	400	0	101	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Hukkinen"	"Janne Petri"	"filosofian ylioppilas, tutkimusavustaja"	"PIR"	"Piraattipuolue r.p."	268	268	268	0	0	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Immonen"	"Satu Ilona"	"filosofian ylioppilas"	"PIR"	"Piraattipuolue r.p."	0	0	0	0	0	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Kurhinen"	"Antti"	"merkonomi, promootiotyöntekijä"	"PIR"	"Piraattipuolue r.p."	300	300	0	0	0	0	0	0	0	0
"Helsingin vaalipiiri"	"Mikkeli"	"Laasonen"	"Jan-Markus"	"tutkija, kirjailija"	"PIR"	"Piraattipuolue r.p."	0	0	0	0	0	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Mäkinen"	"Joonas Mikael"	"säveltäjä, opettaja"	"PIR"	"Piraattipuolue r.p."	0	0	0	0	0	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Metsälä"	"Jari Tapani"	"diplomi-insinööri, ohjelmistokehittäjä"	"PIR"	"Piraattipuolue r.p."	30	30	0	0	30	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Plommer"	"Raoul Scott"	"kauppatieteiden kandidaatti, tekniikan ylioppilas"	"PIR"	"Piraattipuolue r.p."	50	50	50	0	0	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Rauhala"	"Mikko Johannes"	"tietotekniikka-asiantuntija, filosofian maisteri"	"PIR"	"Piraattipuolue r.p."	200	200	200	0	0	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Söderholm"	"Charlotta Mari"	"luonnontieteiden kandidaatti, opiskelija"	"PIR"	"Piraattipuolue r.p."	0	0	0	0	0	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Sotala"	"Kaj Markus"	"opiskelija, kirjailija"	"PIR"	"Piraattipuolue r.p."	100	30	0	0	100	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Tiilikainen"	"Toni-Petri"	"luonnontieteiden kandidaatti, opiskelija"	"PIR"	"Piraattipuolue r.p."	0	0	0	0	0	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Kinnunen"	"Markus Eemeli"	"rahoituspäällikkö"	"KESK"	"Suomen Keskusta r.p."	10053	10053	7183	0	270	0	0	2200	400	0
"Helsingin vaalipiiri"	"Helsinki"	"Kiviniemi"	"Mari Johanna"	"kansanedustaja, pääministeri"	"KESK"	"Suomen Keskusta r.p."	41650	41650	0	0	3655	2000	35995	0	0	2650
"Helsingin vaalipiiri"	"Helsinki"	"Kolbe"	"Laura Kristina"	"professori"	"KESK"	"Suomen Keskusta r.p."	20000	20000	17000	0	3000	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Kuuskoski"	"Eeva Maija Kaarina"	"lastenlääkäri, valtiosihteeri"	"KESK"	"Suomen Keskusta r.p."	19600	19600	6300	0	11300	0	0	300	1800	0
"Helsingin vaalipiiri"	"Helsinki"	"Laaninen"	"Timo Kaleva"	"puoluesihteeri, hallintotieteiden maisteri"	"KESK"	"Suomen Keskusta r.p."	30000	30000	20000	0	1000	9000	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Lappalainen"	"Vesa Lassi Kalevi"	"toiminnanjohtaja"	"KESK"	"Suomen Keskusta r.p."	2200	2200	2200	0	0	0	0	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Lehtinen"	"Sanna Katriina"	"pappi, tutkija"	"KESK"	"Suomen Keskusta r.p."	1880	1880	1580	0	0	0	0	550	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Ruuskanen"	"Maria Kristiina"	"yhteiskuntatieteiden kandidaatti, pääsihteeri"	"KESK"	"Suomen Keskusta r.p."	11000	11000	6300	5000	3000	0	0	1700	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Säkkinen"	"Teppo Aleksi"	"ylioppilas"	"KESK"	"Suomen Keskusta r.p."	4725	4725	2225	0	1100	0	0	1400	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Sarlund"	"Juha Antero"	"filosofian maisteri, liiketoimintapäällikkö"	"KESK"	"Suomen Keskusta r.p."	4550	4550	2275	0	1750	400	0	125	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Wrede"	"Georg Henrik Wilhelm"	"programdirektör, ohjelmajohtaja"	"RKP"	"Suomen ruotsalainen kansanpuolue r.p."	1000	1000	0	0	0	0	1000	0	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Hiltunen"	"Lea Rakel"	"kansanedustaja"	"SDP"	"Suomen Sosialidemokraattinen Puolue"	20000	20000	18300	0	1200	0	0	500	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Niemi"	"Matti Nestori"	"opiskelija, valtiotieteiden kandidaatti"	"SDP"	"Suomen Sosialidemokraattinen Puolue"	8300	8300	4000	0	2650	0	0	1250	400	0
"Helsingin vaalipiiri"	"Helsinki"	"Paananen"	"Reijo Veli Erik"	"EU-asiantuntija"	"SDP"	"Suomen Sosialidemokraattinen Puolue"	7700	7700	2940	0	260	0	0	750	3750	0
"Helsingin vaalipiiri"	"Helsinki"	"Paavolainen"	"Sara Johanna"	"näyttelijä"	"SDP"	"Suomen Sosialidemokraattinen Puolue"	6500	6500	0	0	4000	0	0	620	1880	0
"Helsingin vaalipiiri"	"Helsinki"	"Pajamäki"	"Osku Markus Oskari"	"tuottaja"	"SDP"	"Suomen Sosialidemokraattinen Puolue"	9650	9650	2000	0	3750	2000	0	900	1000	0
"Helsingin vaalipiiri"	"Helsinki"	"Torsti"	"Pilvi Tuulia"	"tutkijatohtori, valtiotieteiden tohtori"	"SDP"	"Suomen Sosialidemokraattinen Puolue"	35500	35500	7000	0	21750	2750	0	0	4000	0
"Helsingin vaalipiiri"	"Helsinki"	"Ahola"	"Riku Jussi"	"ylioppilasmerkonomi, valtiotieteiden kandidaatti"	"VAS"	"Vasemmistoliitto r.p."	4735	4735	225	0	1960	0	0	900	1650	0
"Helsingin vaalipiiri"	"Helsinki"	"Arhinmäki"	"Paavo Erkki"	"puolueen puheenjohtaja, kansanedustaja"	"VAS"	"Vasemmistoliitto r.p."	32000	32000	10000	0	3000	0	0	10000	9000	0
"Helsingin vaalipiiri"	"Helsinki"	"Immonen"	"Meri Katri Maria"	"valtiotieteiden kandidaatti, opiskelija"	"VAS"	"Vasemmistoliitto r.p."	5800	5800	570	0	960	0	0	1470	2400	0
"Helsingin vaalipiiri"	"Helsinki"	"Koivulaakso"	"Dan Mikael"	"YTM, Vasemmistonuorten pj, magister i samhällsvetenskaper, o"	"VAS"	"Vasemmistoliitto r.p."	25100	25100	10800	0	5150	0	850	0	8300	0
"Helsingin vaalipiiri"	"Helsinki"	"Leppänen"	"Joonas"	"filosofian maisteri, apurahatutkija, filosofie magister, sti"	"VAS"	"Vasemmistoliitto r.p."	1015	1015	95	0	70	0	0	850	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Nyholm"	"Henrik John Mikael"	"ylioppilas, student"	"VAS"	"Vasemmistoliitto r.p."	4240	3000	2000	0	240	0	0	0	2000	0
"Helsingin vaalipiiri"	"Helsinki"	"Patomäki"	"Heikki Olavi"	"valtiotieteiden tohtori, professori"	"VAS"	"Vasemmistoliitto r.p."	0	2700	1200	0	900	0	0	600	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Puhakka"	"Sirpa Liisa"	"yhteiskuntatieteiden maisteri, puoluesihteeri"	"VAS"	"Vasemmistoliitto r.p."	30000	30000	17300	0	4600	100	0	1000	100	6900
"Helsingin vaalipiiri"	"Helsinki"	"Vuorjoki"	"Anna Tuulikki"	"psykologi"	"VAS"	"Vasemmistoliitto r.p."	3340	3340	300	0	2640	0	0	400	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Abdulla"	"Zahra"	"kätilö"	"VIHR"	"Vihreä liitto r.p."	2631	2568	0	0	2356	0	0	274	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Alanko-Kahiluoto"	"Outi"	"kansanedustaja, tutkija"	"VIHR"	"Vihreä liitto r.p."	41316	41316	37151	34900	4165	0	0	760	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Castrén"	"Verna"	"opiskelija"	"VIHR"	"Vihreä liitto r.p."	4510	4510	340	0	2300	450	0	1420	0	0
"Helsingin vaalipiiri"	"Helsinki"	"Haavisto"	"Pekka"	"kansanedustaja, ulkoministerin erityisedustaja"	"VIHR"	"Vihreä liitto r.p."	39500	39500	28360	0	3000	6000	0	140	2000	0
"Helsingin vaalipiiri"	"Helsinki"	"Ingervo"	"Sirkku"	"erityisopettaja"	"VIHR"	"Vihreä liitto r.p."	1700	1700	330	0	710	0	0	660	0	0
