"vaalipiiri"	"kunta"	"sukunimi"	"etunimi"	"ammatti"	"puolue_lyh"	"puolue"	"rahoitus_kaikki"	"kulut_kaikki"	"omat_varat"	"lainat"	"yksityinen_tuki"	"yritys_tuki"	"puolue_tuki"	"puolueyhdistys_tuki"	"muu_tuki"	"valitetty_tuki"
"Uudenmaan vaalipiiri"	"Nummi-Pusula"	"Puranen"	"Sanna Johanna"	"diplomi-insinööri"	"VAS"	"Vasemmistoliitto r.p."	0	200	100	0	100	0	0	0	0	0
"Uudenmaan vaalipiiri"	"Vantaa"	"Ravela"	"Reko Mauno Ilmari"	"postinjakaja, luottamusmies"	"VAS"	"Vasemmistoliitto r.p."	3305	3305	1000	0	1555	0	0	0	750	0
"Uudenmaan vaalipiiri"	"Vantaa"	"Saramo"	"Jussi Antero"	"puolueen poliittinen sihteeri, tietotekniikan asentaja"	"VAS"	"Vasemmistoliitto r.p."	26000	26000	19800	0	2500	0	0	500	3200	0
"Uudenmaan vaalipiiri"	"Siuntio"	"Tanskanen"	"Veikko Antero"	"kenttämies"	"VAS"	"Vasemmistoliitto r.p."	1700	2000	300	0	0	0	0	0	0	0
"Uudenmaan vaalipiiri"	"Espoo"	"Uotila"	"Kari Antero"	"kansanedustaja"	"VAS"	"Vasemmistoliitto r.p."	30000	30000	15000	0	2000	0	0	3540	9460	0
"Uudenmaan vaalipiiri"	"Vihti"	"Varmavuori"	"Marissa Eveliina"	"valtiotieteiden  kandidaatti, opiskelija"	"VAS"	"Vasemmistoliitto r.p."	2890	2890	860	0	1280	0	0	0	750	0
"Uudenmaan vaalipiiri"	"Vihti"	"Virta"	"Sari Outi Susanna"	"filosofian maisteri, kehittämisjohtaja"	"VAS"	"Vasemmistoliitto r.p."	21775	21775	500	0	7435	0	500	2000	11340	0
"Uudenmaan vaalipiiri"	"Raasepori"	"Yltävä"	"Harry Juhani"	"johtava sosiaalityöntekijä, ledande socialarbetare"	"VAS"	"Vasemmistoliitto r.p."	1500	1500	1000	0	0	0	0	500	0	0
"Uudenmaan vaalipiiri"	"Helsinki"	"Brax"	"Tuija"	"kansanedustaja, oikeusministeri"	"VIHR"	"Vihreä liitto r.p."	26000	26000	22780	0	2500	0	0	220	500	0
"Uudenmaan vaalipiiri"	"Espoo"	"Elo"	"Tiina"	"maatalous- ja metsätieteiden maisteri, kunta-asioiden sihtee"	"VIHR"	"Vihreä liitto r.p."	27560	27560	6000	0	21090	0	0	470	0	0
"Uudenmaan vaalipiiri"	"Karkkila"	"Frosterus"	"Anu"	"artesaani, tukiperheäiti"	"VIHR"	"Vihreä liitto r.p."	1300	1300	500	0	0	0	0	800	0	0
"Uudenmaan vaalipiiri"	"Kirkkonummi"	"Gellin"	"Jens"	"sovittelija, terapeut"	"VIHR"	"Vihreä liitto r.p."	3669	3669	1400	0	619	0	0	1650	0	0
"Uudenmaan vaalipiiri"	"Nummi-Pusula"	"Gutiérrez Sorainen"	"Ana Maria"	"yhteiskuntatieteiden maisteri, espanjankielen opettaja"	"VIHR"	"Vihreä liitto r.p."	800	800	740	0	60	0	0	0	0	0
"Uudenmaan vaalipiiri"	"Vantaa"	"Hakkarainen"	"Erja"	"filosofian maisteri, tiedottaja MTi"	"VIHR"	"Vihreä liitto r.p."	18635	18635	8800	0	9245	250	0	340	0	0
"Uudenmaan vaalipiiri"	"Helsinki"	"Hiilamo"	"Heikki"	"tutkimusprofessori"	"VIHR"	"Vihreä liitto r.p."	10000	9345	7000	0	3000	0	0	0	0	0
"Uudenmaan vaalipiiri"	"Espoo"	"Hopsu"	"Inka"	"apulaisrehtori, opettaja"	"VIHR"	"Vihreä liitto r.p."	9150	9150	3250	0	3500	1800	0	600	0	0
"Uudenmaan vaalipiiri"	"Espoo"	"Ihonen"	"Jari"	"tekniikan tohtori, erikoistutkija"	"VIHR"	"Vihreä liitto r.p."	9663	9663	8423	0	220	0	0	1020	0	0
"Uudenmaan vaalipiiri"	"Kirkkonummi"	"Juntunen"	"Pauliina"	"terveystieteiden maisteri, opettaja"	"VIHR"	"Vihreä liitto r.p."	36000	35700	34750	0	0	0	0	1250	0	0
"Uudenmaan vaalipiiri"	"Vantaa"	"Juurikkala"	"Timo"	"erityisopettaja, kansanedustaja"	"VIHR"	"Vihreä liitto r.p."	26843	26843	25578	0	1265	0	0	0	0	0
"Uudenmaan vaalipiiri"	"Turku"	"Kanala"	"Kari"	"pastori"	"VIHR"	"Vihreä liitto r.p."	1650	1650	1590	0	60	0	0	0	0	0
"Uudenmaan vaalipiiri"	"Kerava"	"Kanerva-Poranen"	"Kirsi"	"terveydenhoitaja, sairaanhoitaja"	"VIHR"	"Vihreä liitto r.p."	20200	20200	9000	0	1482	1628	0	6220	125	1745
"Uudenmaan vaalipiiri"	"Espoo"	"Karimäki"	"Johanna"	"diplomi-insinööri, kansanedustaja"	"VIHR"	"Vihreä liitto r.p."	28542	28542	22361	0	5274	0	0	490	416	0
"Uudenmaan vaalipiiri"	"Espoo"	"Kasvi"	"Jyrki"	"tekniikan tohtori, kansanedustaja"	"VIHR"	"Vihreä liitto r.p."	15000	15000	11480	0	3000	250	0	270	0	0
"Uudenmaan vaalipiiri"	"Vantaa"	"Kauppinen"	"Sirpa Siru"	"ympäristötekniikan Master of Science, kouluttaja"	"VIHR"	"Vihreä liitto r.p."	23000	23000	14000	0	6000	0	0	100	2900	0
"Uudenmaan vaalipiiri"	"Vantaa"	"Kostilainen"	"Anniina"	"maa- ja metsätaloustieteiden maisteri, metsänhoitaja"	"VIHR"	"Vihreä liitto r.p."	12750	12750	8750	480	3000	300	0	220	0	0
"Uudenmaan vaalipiiri"	"Loviisa"	"Länsipuro"	"Janne"	"luomuyrittäjä"	"VIHR"	"Vihreä liitto r.p."	1400	1400	600	0	150	250	0	450	0	0
"Uudenmaan vaalipiiri"	"Porvoo"	"Leka"	"Kaisa"	"sarjakuvapiirtäjä, serietecknare"	"VIHR"	"Vihreä liitto r.p."	16000	16000	3830	5000	1500	0	0	5670	0	0
"Uudenmaan vaalipiiri"	"Hyvinkää"	"Lustig"	"Helena"	"toimittaja"	"VIHR"	"Vihreä liitto r.p."	3719	3398	1200	0	435	0	0	2069	0	15
"Uudenmaan vaalipiiri"	"Vantaa"	"Mäkelä"	"Mikko"	"kasvatustieteiden maisteri, päivähoidon suunnittelija"	"VIHR"	"Vihreä liitto r.p."	5850	5850	4285	0	665	812	0	88	0	0
"Uudenmaan vaalipiiri"	"Lohja"	"Nordström"	"Paula"	"sihteeri, opiskelija"	"VIHR"	"Vihreä liitto r.p."	2200	2200	230	0	200	0	0	1620	600	0
"Uudenmaan vaalipiiri"	"Espoo"	"Railo"	"Tuomo"	"koreografi"	"VIHR"	"Vihreä liitto r.p."	3100	3100	2630	0	100	0	270	100	0	0
"Uudenmaan vaalipiiri"	"Vantaa"	"Ranta"	"Juhis"	"opiskelija"	"VIHR"	"Vihreä liitto r.p."	4975	4975	2030	0	2445	0	0	0	500	0
"Uudenmaan vaalipiiri"	"Espoo"	"Raudasoja"	"Satu"	"opiskelija"	"VIHR"	"Vihreä liitto r.p."	2380	2270	0	1800	120	200	0	270	0	0
"Uudenmaan vaalipiiri"	"Raasepori"	"Reinikainen"	"Marko"	"marinbiolog, dosentti"	"VIHR"	"Vihreä liitto r.p."	10500	10500	4000	0	3700	300	0	2500	0	0
"Uudenmaan vaalipiiri"	"Järvenpää"	"Saarikorpi"	"Kaisa"	"rehtori, pianonsoitonopettaja"	"VIHR"	"Vihreä liitto r.p."	12	12	610	5000	4000	0	0	2500	0	0
"Uudenmaan vaalipiiri"	"Sipoo"	"Saarnio"	"Sini-Pilvi"	"biologi, ympäristötarkastaja"	"VIHR"	"Vihreä liitto r.p."	2390	2145	300	0	470	1000	0	620	0	0
"Uudenmaan vaalipiiri"	"Askola"	"Stenbäck"	"Reija-Riikka"	"maatalous-metsätieteiden ylioppilas"	"VIHR"	"Vihreä liitto r.p."	1439	1439	590	0	0	0	0	849	0	0
"Uudenmaan vaalipiiri"	"Helsinki"	"Toiviainen"	"Pasi"	"tiedetoimittaja, arkkitehti"	"VIHR"	"Vihreä liitto r.p."	3000	3000	1000	0	1500	0	0	0	500	0
"Uudenmaan vaalipiiri"	"Helsinki"	"Toivola"	"Jani"	"näyttelijä, yrittäjä"	"VIHR"	"Vihreä liitto r.p."	11400	11400	3282	0	7718	400	0	0	0	0
"Uudenmaan vaalipiiri"	"Siuntio"	"von Essen"	"Kristian"	"företagare, toimitusjohtaja"	"VIHR"	"Vihreä liitto r.p."	7000	7000	4500	0	2200	0	0	300	0	0
"Uudenmaan vaalipiiri"	"Espoo"	"Yusuf"	"Said"	"tulkki, konsultti"	"VIHR"	"Vihreä liitto r.p."	865	745	700	0	65	0	0	100	0	0
"Uudenmaan vaalipiiri"	"Espoo"	"Marttunen"	"Marita Helena"	"ylioppilasmerkonomi"		"Yhteislistoihin kuulumattomien valitsijayhdistysten ehdokkaat Marttunen, Marita"	3300	3300	3300	0	0	0	0	0	0	0
"Uudenmaan vaalipiiri"	"Loviisa"	"Salminen"	"Per-David Alexander"	"tehdastyöntekijä, sähköasentaja"		"Yhteislistoihin kuulumattomien valitsijayhdistysten ehdokkaat Salminen, Per-David"	0	0	0	0	0	0	0	0	0	0
"Vaasan vaalipiiri"	"Kurikka"	"Saarakkala"	"Vesa-Matti"	"europarlamentaarikon avustaja, puolueen 3. varapuheenjohtaja"	"PS"	"Perussuomalaiset r.p."	16500	16500	7900	0	4500	3500	0	600	0	0
"Vaasan vaalipiiri"	"Vaasa"	"Koiranen"	"Jussi Jaakko Kasperi"	"runoilija"	"PIR"	"Piraattipuolue r.p."	0	0	0	0	0	0	0	0	0	0
"Vaasan vaalipiiri"	"Vaasa"	"Sandberg"	"Henrik Mikael"	"opiskelija"	"PIR"	"Piraattipuolue r.p."	0	0	0	0	0	0	0	0	0	0
"Vaasan vaalipiiri"	"Kokkola"	"Laakso"	"Ari Juhani"	"vartija"	"VP"	"Vapauspuolue (VP) - Suomen tulevaisuus r.p."	550	550	50	0	0	0	0	0	500	0
"Vaasan vaalipiiri"	"Kokkola"	"Siitarinen"	"Jussi Sakari"	"media-assistentti"	"VP"	"Vapauspuolue (VP) - Suomen tulevaisuus r.p."	0	0	0	0	0	0	0	0	0	0
"Vaasan vaalipiiri"	"Laihia"	"Kinnari"	"Raimo Olavi"	"merkonomi, yrittäjä"	"VAS"	"Vasemmistoliitto r.p."	2500	2500	300	0	200	0	0	0	2000	0
"Vaasan vaalipiiri"	"Jalasjärvi"	"Niemi"	"Satu Sinikka"	"lähihoitaja"	"VAS"	"Vasemmistoliitto r.p."	2330	2330	0	0	230	0	0	600	0	1500
"Vaasan vaalipiiri"	"Kokkola"	"Pohjola"	"Vesa-Pekka"	"ahtaaja"	"VAS"	"Vasemmistoliitto r.p."	7000	7000	500	0	500	0	0	2000	4000	0
"Vaasan vaalipiiri"	"Kokkola"	"Cygnel"	"Hanna"	"lääkäri"	"VIHR"	"Vihreä liitto r.p."	3149	3149	3062	0	75	11	0	0	0	0
"Vaasan vaalipiiri"	"Kokkola"	"Lappalainen"	"Petri"	"teatteri-ilmaisun ohjaaja, opiskelija"	"VIHR"	"Vihreä liitto r.p."	100	100	50	0	50	0	0	0	0	0
"Vaasan vaalipiiri"	"Vaasa"	"Ossi"	"Juha"	"rakennusinsinööri"	"VIHR"	"Vihreä liitto r.p."	550	550	425	0	0	0	0	125	0	0
"Vaasan vaalipiiri"	"Vaasa"	"Pantsar"	"Outi"	"yhteisöpedagogi, nuoriso-ohjaaja"	"VIHR"	"Vihreä liitto r.p."	1161	1161	261	0	725	0	0	175	0	0
"Vaasan vaalipiiri"	"Seinäjoki"	"Rantasaari"	"Henna"	"kasvatustieteiden maisteri, luokanopettaja"	"VIHR"	"Vihreä liitto r.p."	1390	1390	300	0	870	0	0	220	0	0
"Vaasan vaalipiiri"	"Vaasa"	"Saarela"	"Eppu"	"opiskelija"	"VIHR"	"Vihreä liitto r.p."	1350	1350	200	0	1150	0	0	0	0	0
"Vaasan vaalipiiri"	"Vaasa"	"Tuomikoski"	"Juha"	"aikuiskouluttaja"	"VIHR"	"Vihreä liitto r.p."	890	890	455	0	260	0	0	175	0	0
"Varsinais-Suomen vaalipiiri"	"Kaarina"	"Hollmén"	"Oskar Kimmo Mikael"	"pääsihteeri, toimitusjohtaja"	"KOK"	"Kansallinen Kokoomus r.p."	11000	11000	4000	0	4550	2150	0	300	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Hautamäki"	"Antti Kullervo"	"sähköasentaja, luottamusmies"	"PS"	"Perussuomalaiset r.p."	1500	1500	1500	0	0	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Salo"	"Leivonen"	"Sanna Maria"	"yrittäjä"	"PS"	"Perussuomalaiset r.p."	2000	2000	2000	0	0	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Uusikaupunki"	"Nummi"	"Veijo Samuli"	"opiskelija"	"PS"	"Perussuomalaiset r.p."	750	750	700	0	50	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Karvinen"	"Janne Asko Tapani"	"datanomi"	"PIR"	"Piraattipuolue r.p."	750	750	750	0	0	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Salo"	"Lagus"	"Petri Kalevi"	"yrittäjä"	"PIR"	"Piraattipuolue r.p."	0	500	500	0	0	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Pajulahti"	"Matias Rafael Johannes"	"levyseppä, ylioppilas"	"PIR"	"Piraattipuolue r.p."	0	0	0	0	0	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Pinjanainen"	"Maria Birgitta"	"atk-suunnittelija"	"PIR"	"Piraattipuolue r.p."	0	0	0	0	0	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Ruuhijärvi"	"Tuomas Mikael"	"opiskelija"	"PIR"	"Piraattipuolue r.p."	200	200	200	0	0	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Tuohimetsä"	"Jukka Tapio"	"insinööriopiskelija (amk), automaatioasentaja"	"PIR"	"Piraattipuolue r.p."	70	350	280	0	70	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Vesti"	"Jetro Joonatan"	"opiskelija, LuK"	"PIR"	"Piraattipuolue r.p."	150	150	100	0	50	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Mäki"	"Heikki Kalevi"	"alkoholiylitarkastaja"	"KESK"	"Suomen Keskusta r.p."	5000	5000	2000	0	2000	0	1000	0	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Jääskeläinen"	"Juho Pekka Olavi"	"taksinkuljettaja, teol.yo."	"KD"	"Suomen Kristillisdemokraatit (KD)"	500	500	0	0	0	0	0	500	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Mannfolk"	"Niklas Jan Anders"	"ekonomie studerande, kauppatieteiden opiskelija"	"RKP"	"Suomen ruotsalainen kansanpuolue r.p."	1040	1040	0	0	40	0	1000	0	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Elo"	"Piia Hannele"	"VTM, kv-koordinaattori"	"SDP"	"Suomen Sosialidemokraattinen Puolue"	14500	14070	5000	0	4200	1000	0	2700	2350	0
"Varsinais-Suomen vaalipiiri"	"Raisio"	"Hildén"	"Satu-Maarit"	"erikoissairaanhoitaja"	"SDP"	"Suomen Sosialidemokraattinen Puolue"	1000	1000	0	0	0	0	0	1000	0	0
"Varsinais-Suomen vaalipiiri"	"Kaarina"	"Hiltunen"	"Mikael Sebastian"	"valtiotieteen maisteri, politices magister"	"SDP"	"Suomen Sosialidemokraattinen Puolue"	14600	14600	1000	0	500	200	0	900	6000	6000
"Varsinais-Suomen vaalipiiri"	"Turku"	"Mäenpää"	"Olavi Juhani"	"yksityisetsivä, eläinsuojeluvalvoja"	"VP"	"Vapauspuolue (VP) - Suomen tulevaisuus r.p."	600	600	300	0	300	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Kaarina"	"Puttonen"	"Lisbet Anne-Marie"	"valtiotieteiden maisteri, liiketalouden tradenomi"	"VP"	"Vapauspuolue (VP) - Suomen tulevaisuus r.p."	3000	3000	2361	0	500	0	139	0	0	0
"Varsinais-Suomen vaalipiiri"	"Salo"	"Satopää"	"Kalevi Albert"	"konsultti"	"VP"	"Vapauspuolue (VP) - Suomen tulevaisuus r.p."	0	2000	2000	0	0	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Pöytyä"	"Skywolf"	"Angélica Elizabeth Elleonor Cl"	"kuorma-autonkuljettaja"	"VP"	"Vapauspuolue (VP) - Suomen tulevaisuus r.p."	550	800	150	300	200	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Mynämäki"	"Aalto"	"Jari Juhani"	"pääluottamusmies"	"VAS"	"Vasemmistoliitto r.p."	0	3773	0	0	0	0	0	0	8540	3500
"Varsinais-Suomen vaalipiiri"	"Turku"	"Andersson"	"Li Sigrid"	"valt.kand., opiskelija, pol.kand., studerande"	"VAS"	"Vasemmistoliitto r.p."	7600	7554	0	0	2230	0	1350	300	3720	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Karvonen"	"Sari Annika"	"kääntäjä, opiskelija"	"VAS"	"Vasemmistoliitto r.p."	50	50	40	0	10	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Laitinen"	"Elias Antti Samuli"	"opiskelija"	"VAS"	"Vasemmistoliitto r.p."	5002	5002	1493	0	367	0	0	0	3142	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Lapintie"	"Annika Anita"	"kansanedustaja, varatuomari"	"VAS"	"Vasemmistoliitto r.p."	15000	15000	0	7000	1600	1000	0	2100	3300	0
"Varsinais-Suomen vaalipiiri"	"Uusikaupunki"	"Lovén"	"Sanna-Mari Anneli"	"postityöntekijä"	"VAS"	"Vasemmistoliitto r.p."	1600	1600	100	0	0	0	500	300	700	0
"Varsinais-Suomen vaalipiiri"	"Loimaa"	"Mäkilä"	"Anni Eveliina"	"lähihoitaja"	"VAS"	"Vasemmistoliitto r.p."	9000	9000	500	0	1000	0	400	4600	2500	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Muukkonen"	"Mirka Maria"	"emäntä"	"VAS"	"Vasemmistoliitto r.p."	6600	6600	1000	0	2000	1000	500	800	1300	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Rinne"	"Pirjo Inkeri"	"valtiotieteen maisteri, kuntoutusohjaaja"	"VAS"	"Vasemmistoliitto r.p."	6350	6350	6000	0	80	0	0	280	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Suominen"	"Jari Juhani"	"työmies"	"VAS"	"Vasemmistoliitto r.p."	9000	9000	7020	0	380	0	0	480	1120	0
"Varsinais-Suomen vaalipiiri"	"Rusko"	"Antikainen"	"Monika"	"socialpolitisk sekreterare, museo-opas"	"VIHR"	"Vihreä liitto r.p."	12000	12000	6000	0	5100	0	0	900	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Birstolin"	"Anita"	"ylihoitaja, perheterapeutti"	"VIHR"	"Vihreä liitto r.p."	0	0	0	0	0	658	0	420	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Hassan"	"Roda"	"tulkki, kääntäjä"	"VIHR"	"Vihreä liitto r.p."	3000	3000	2180	0	320	0	0	0	500	0
"Varsinais-Suomen vaalipiiri"	"Loimaa"	"Heikkilä"	"Teppo"	"maatalousyrittäjä, luomuviljelijä"	"VIHR"	"Vihreä liitto r.p."	5000	5000	3150	0	700	500	0	500	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Hölttä"	"Heikki"	"biotekniikan insinööri, LuK"	"VIHR"	"Vihreä liitto r.p."	2700	2700	500	0	1710	200	0	300	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Ilvessalo"	"Saara"	"oikeustieteen ylioppilas, juridikstuderande"	"VIHR"	"Vihreä liitto r.p."	7130	7130	3000	0	3130	0	0	1000	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Koskimies"	"Riitta"	"FM, suomen kielen ja viestinnän lehtori"	"VIHR"	"Vihreä liitto r.p."	9000	9000	7000	0	2000	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Mastomäki"	"Ville-Veikko"	"fil. yo., kestävän kehityksen opiskelija (amk)"	"VIHR"	"Vihreä liitto r.p."	2526	2265	300	0	2226	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Niinistö"	"Ville"	"kansanedustaja, riksdagsledamot"	"VIHR"	"Vihreä liitto r.p."	19980	19980	17730	0	2000	0	0	0	250	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Rantanen"	"Elina"	"VTM, tutkija"	"VIHR"	"Vihreä liitto r.p."	12400	12400	8000	0	4000	0	0	400	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Repo-Kouki"	"Niina"	"kirjailija, kirjoittajakouluttaja"	"VIHR"	"Vihreä liitto r.p."	8380	8380	5065	0	3070	245	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Kaarina"	"Saario"	"Mari"	"FM, ympäristöasiantuntija"	"VIHR"	"Vihreä liitto r.p."	12000	12000	5600	0	4405	750	0	1245	0	0
"Varsinais-Suomen vaalipiiri"	"Salo"	"Taivainen"	"Anu"	"kulttuurituottaja (yamk), projektipäällikkö"	"VIHR"	"Vihreä liitto r.p."	3500	3500	2200	0	800	0	0	0	500	0
"Varsinais-Suomen vaalipiiri"	"Paimio"	"Tuomasjukka"	"Saska"	"yrittäjä, FT"	"VIHR"	"Vihreä liitto r.p."	8400	8400	6500	0	500	700	0	700	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Vornanen"	"Jukka"	"fil. yo., koulutuspoliittinen sihteeri"	"VIHR"	"Vihreä liitto r.p."	5080	5080	2680	0	2250	0	0	150	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Wallasvaara"	"Martti"	"toimitusjohtaja, yrittäjä"	"VIHR"	"Vihreä liitto r.p."	3850	3850	1140	0	500	1860	0	350	0	0
"Varsinais-Suomen vaalipiiri"	"Salo"	"Ylönen"	"Otso"	"DI, innovaatiopäällikkö"	"VIHR"	"Vihreä liitto r.p."	8500	8500	8500	0	0	0	0	0	0	0
"Varsinais-Suomen vaalipiiri"	"Raisio"	"Rantanen"	"Rauno Oiva"	"yhdyskuntateknikko, yrittäjä"	"SIT"	"Yhteislista sitoutumattomat"	275	275	200	0	50	0	0	25	0	0
"Varsinais-Suomen vaalipiiri"	"Turku"	"Viitanen"	"Tomi Matias Olavi"	"tietokoneyliasentaja, atk-tukihenkilö"	"SIT"	"Yhteislista sitoutumattomat"	500	500	0	0	0	0	0	0	500	0
